pipeline_status,execution_time,commit_id,files_changed,lines_added,lines_removed,commit_timestamp,developer_id
1,45.7,c8dcd19f,8,38,28,2024-01-06 07:28:21,9
1,22.0,30beb45f,4,35,49,2024-01-06 09:18:26,7
1,64.2,6e595ed3,3,157,34,2024-01-06 10:05:48,1
1,54.7,778eedb3,4,219,25,2024-01-06 11:55:24,5
0,234.7,ac619e63,5,107,136,2024-01-06 13:43:44,13
1,67.5,1931e9ee,3,244,22,2024-01-06 15:29:02,10
1,46.1,56dc8907,8,308,11,2024-01-06 16:24:09,0
1,14.0,3fa7f104,2,71,161,2024-01-06 18:21:42,12
0,176.4,72d8567d,4,168,77,2024-01-06 19:11:24,3
0,177.5,474ebc19,18,200,134,2024-01-06 20:55:18,2
0,218.2,ec5b227c,6,120,87,2024-01-06 22:14:59,7
0,157.9,dc815fe7,4,164,173,2024-01-06 23:56:35,1
0,27.0,0cf35b58,1,170,44,2024-01-07 01:33:01,13
1,54.2,d605e770,11,16,17,2024-01-07 03:29:57,10
0,210.3,ed2662e9,9,431,242,2024-01-07 04:58:08,0
1,53.6,2a935d62,6,13,16,2024-01-07 06:20:55,12
1,49.7,36b82481,1,69,35,2024-01-07 07:29:08,6
0,154.1,0f02bad0,10,110,127,2024-01-07 08:54:03,13
1,28.8,fc3d3348,4,123,67,2024-01-07 10:22:44,2
0,138.5,c8b8d9c6,14,541,323,2024-01-07 11:45:54,6
1,42.1,6c4a37ea,5,94,22,2024-01-07 13:27:18,12
1,35.2,fed4057d,2,20,11,2024-01-07 15:27:26,11
0,160.5,b7e99aca,5,1235,66,2024-01-07 16:33:20,12
1,36.3,4bf50b52,17,21,25,2024-01-07 17:39:17,7
1,56.3,944528c0,11,91,38,2024-01-07 19:58:07,3
1,20.6,bf7b539b,1,49,27,2024-01-07 21:02:31,11
1,45.7,958ca9ba,2,97,11,2024-01-07 22:03:25,5
1,60.1,da4bd9ca,1,51,10,2024-01-08 00:00:10,7
1,36.3,f5f59b22,6,100,30,2024-01-08 01:09:26,8
0,194.8,2f923996,42,987,720,2024-01-08 02:34:48,8
0,155.8,acdabacc,4,775,220,2024-01-08 04:35:42,1
0,195.8,1eb0e38a,26,212,85,2024-01-08 05:44:06,13
1,38.7,94340a03,2,219,24,2024-01-08 07:34:10,14
1,45.3,14fcdd54,2,72,19,2024-01-08 08:32:23,9
1,70.1,90b2b633,2,88,99,2024-01-08 10:39:26,6
0,193.5,42c18a62,45,594,131,2024-01-08 11:48:58,8
1,38.8,506e5a9a,9,165,11,2024-01-08 13:40:11,3
0,199.2,21813d25,23,117,218,2024-01-08 14:45:56,3
1,50.0,750cab75,1,197,10,2024-01-08 16:38:43,10
1,58.0,ef8c485b,1,36,56,2024-01-08 18:25:44,5
1,65.3,9f044aed,2,52,13,2024-01-08 19:00:33,1
1,49.2,12c136e0,3,71,122,2024-01-08 21:29:45,9
1,28.1,43e42caf,1,215,112,2024-01-08 22:12:47,8
1,73.2,e1805081,11,132,11,2024-01-09 00:25:59,2
1,65.2,5e9953d2,11,269,28,2024-01-09 01:52:45,1
1,45.8,d5704f32,8,23,106,2024-01-09 02:39:27,4
0,61.4,9c96e9ec,1,50,69,2024-01-09 04:42:12,8
0,128.4,0200b1f0,10,485,554,2024-01-09 06:09:14,12
1,25.6,4ca415ea,2,70,11,2024-01-09 07:49:01,10
0,72.7,f05db76e,3,256,23,2024-01-09 09:09:48,14
1,61.9,1d8cbbac,1,334,11,2024-01-09 10:08:03,14
0,180.6,8da01097,89,448,230,2024-01-09 11:36:25,14
1,44.6,9ad620ab,1,31,6,2024-01-09 13:16:20,2
1,10.0,341ef40b,1,159,29,2024-01-09 15:13:03,3
1,61.4,439472e6,1,30,84,2024-01-09 16:38:03,10
0,59.0,e7c421c7,2,113,26,2024-01-09 17:59:18,8
0,230.9,17a0df49,6,657,53,2024-01-09 19:50:45,14
1,41.4,46d483f3,1,115,15,2024-01-09 20:55:24,10
1,39.4,c56811cd,8,60,49,2024-01-09 22:00:12,0
0,193.0,430f801d,36,106,67,2024-01-10 00:08:13,2
1,26.2,8d3aed99,7,51,17,2024-01-10 01:44:28,2
1,13.8,0279b6a6,2,107,26,2024-01-10 02:55:39,11
1,70.4,e21342b0,6,25,86,2024-01-10 04:04:30,1
1,49.6,8babce3b,7,65,5,2024-01-10 06:24:14,11
0,111.6,951f58d0,5,1000,882,2024-01-10 07:50:04,0
0,187.8,20a04502,7,109,541,2024-01-10 08:38:53,8
0,30.3,e623a689,5,187,14,2024-01-10 10:18:29,0
0,246.6,dc570131,37,1135,231,2024-01-10 12:17:46,14
0,60.2,35c7936c,3,58,34,2024-01-10 13:53:56,0
0,155.5,1a50aec3,23,143,234,2024-01-10 14:44:58,10
1,23.9,e256a6dc,6,45,38,2024-01-10 16:46:48,5
1,36.4,9ee3ac2a,12,141,14,2024-01-10 17:54:22,13
0,46.8,ee0caeb5,2,157,9,2024-01-10 19:09:16,11
1,55.6,f9e8a369,3,126,27,2024-01-10 21:21:52,3
0,36.6,e1a47e10,2,99,22,2024-01-10 22:48:38,12
1,47.7,bc8f7d29,1,310,28,2024-01-10 23:31:29,6
1,25.0,ee49f329,7,117,52,2024-01-11 01:19:55,14
0,197.2,dd334cc7,13,225,929,2024-01-11 03:18:08,6
1,48.1,444d610b,10,13,52,2024-01-11 04:48:38,11
1,45.4,1bac27a7,15,298,30,2024-01-11 06:17:14,2
1,45.4,dbccc477,1,100,15,2024-01-11 07:52:19,6
0,172.5,d10bd1d0,20,307,308,2024-01-11 08:43:20,7
1,38.4,4e20fd1a,2,108,91,2024-01-11 10:27:37,14
0,183.3,3a43b2ba,3,1120,54,2024-01-11 12:17:43,13
1,61.0,3170f437,25,53,63,2024-01-11 13:01:25,3
1,38.3,dd463c09,4,216,170,2024-01-11 14:49:41,6
1,66.8,4774bc58,2,21,22,2024-01-11 16:58:00,1
0,178.6,6651529e,6,121,53,2024-01-11 18:08:29,5
0,48.5,89456f27,1,309,66,2024-01-11 19:58:52,10
1,28.2,1d870966,9,299,30,2024-01-11 21:26:21,5
0,195.3,2db69edb,45,624,237,2024-01-11 22:58:13,14
1,154.5,43f59a85,5,224,91,2024-01-12 00:27:45,9
1,62.8,6f3f920c,9,272,216,2024-01-12 01:06:30,0
1,36.7,504d281f,6,129,11,2024-01-12 03:13:42,5
1,54.5,82ec9f2d,4,96,8,2024-01-12 04:36:22,6
0,191.4,939b462d,5,1197,673,2024-01-12 05:53:06,1
1,50.0,b572f3d0,1,62,23,2024-01-12 07:15:17,3
1,37.2,ecf27e76,3,18,14,2024-01-12 08:30:06,6
1,48.4,b82c9074,3,99,74,2024-01-12 10:32:18,12
1,53.9,3270e4fa,4,41,89,2024-01-12 12:14:13,11
1,61.6,f2e9702d,5,191,52,2024-01-12 13:25:52,5
1,42.5,9f871ce7,6,27,90,2024-01-12 15:25:14,10
1,47.2,1fe771d6,1,180,76,2024-01-12 16:39:48,5
0,125.6,81d2c7de,8,579,844,2024-01-12 18:24:00,11
1,56.2,5380b904,7,21,62,2024-01-12 19:40:00,4
1,38.3,8dedf9fb,2,110,112,2024-01-12 21:11:49,6
1,47.9,aa38d0a1,1,97,21,2024-01-12 22:11:30,2
0,157.6,e71e43a6,33,1915,743,2024-01-13 00:10:38,6
0,195.1,4d0b0d1a,3,295,184,2024-01-13 01:36:55,2
1,23.3,001a9a8b,3,41,239,2024-01-13 03:02:52,6
1,12.0,6e0d2648,5,34,8,2024-01-13 04:17:12,4
1,54.8,a79ac9aa,2,311,11,2024-01-13 06:04:47,12
1,43.5,71316269,3,42,170,2024-01-13 07:27:53,5
1,26.2,7922bac2,2,33,6,2024-01-13 08:42:49,10
1,66.7,cbc84759,14,30,86,2024-01-13 10:54:04,12
1,47.9,15b52908,8,153,44,2024-01-13 11:40:10,11
1,55.6,a2086977,1,23,51,2024-01-13 13:30:55,4
0,213.6,d1843324,13,133,224,2024-01-13 14:50:06,9
1,35.2,4f77a665,1,17,24,2024-01-13 16:14:05,12
1,30.5,25b8fd4b,2,128,83,2024-01-13 18:18:23,3
1,44.3,fbe33b24,1,79,43,2024-01-13 19:02:46,0
0,41.3,c4bbb7a9,1,49,34,2024-01-13 21:06:40,7
0,152.7,e2d9de5d,10,171,217,2024-01-13 22:27:19,1
0,66.0,b7e58481,1,28,9,2024-01-14 00:04:32,10
1,58.9,664fa663,1,87,54,2024-01-14 01:23:02,11
1,64.8,b00805cc,7,51,72,2024-01-14 02:38:51,3
0,48.0,dc45d539,3,141,8,2024-01-14 04:53:33,0
0,200.9,c7468f59,5,1127,99,2024-01-14 06:23:07,12
1,36.4,cdda24ba,4,137,15,2024-01-14 07:13:07,6
1,41.1,0cdb1ca4,5,32,50,2024-01-14 09:01:04,11
1,20.0,d92c9227,6,65,21,2024-01-14 10:14:57,8
1,70.3,cd29a36f,1,211,39,2024-01-14 11:57:23,1
1,38.1,fce68504,10,64,17,2024-01-14 13:40:03,7
1,35.6,f335cba3,1,107,44,2024-01-14 15:05:43,8
1,50.9,9cd6c852,1,37,147,2024-01-14 16:53:29,12
1,56.6,81392443,3,38,86,2024-01-14 18:13:09,13
1,10.0,8c41561b,1,59,144,2024-01-14 19:49:50,6
1,44.3,be6033f7,2,158,10,2024-01-14 21:23:49,7
0,199.1,425a609f,5,466,132,2024-01-14 22:28:28,13
0,39.8,a33dc7af,2,106,54,2024-01-14 23:44:50,12
1,39.8,8573e793,5,74,79,2024-01-15 01:45:56,4
1,43.9,464c04af,9,33,9,2024-01-15 03:07:36,7
1,44.4,49257af1,1,23,29,2024-01-15 04:04:38,7
0,216.7,51d87c64,13,121,82,2024-01-15 05:46:18,3
0,50.2,236c7b87,3,119,11,2024-01-15 07:32:24,14
0,155.0,b1a6b1f1,21,212,273,2024-01-15 08:43:52,2
0,256.6,10714d51,20,1010,628,2024-01-15 10:42:23,2
1,61.6,8ae8905b,4,213,38,2024-01-15 11:54:27,6
1,62.8,34f3193c,3,115,9,2024-01-15 13:24:56,7
1,49.8,e7a37e81,1,387,25,2024-01-15 14:55:12,13
1,51.3,b20dcb6e,9,61,20,2024-01-15 16:35:02,12
1,42.7,c3fe0183,6,169,27,2024-01-15 18:21:24,0
0,185.0,018267c4,8,328,150,2024-01-15 19:22:49,9
1,69.6,63d62a39,3,37,23,2024-01-15 20:47:55,5
1,60.1,d5f25073,2,209,34,2024-01-15 22:53:29,13
0,220.9,bc10fa52,9,339,151,2024-01-16 00:02:17,6
0,81.6,e5d6f6e6,7,136,129,2024-01-16 01:47:59,8
1,184.2,45df16b6,3,621,506,2024-01-16 02:59:17,3
1,44.1,638c254c,2,20,31,2024-01-16 04:29:08,6
0,216.7,cc530e36,8,912,204,2024-01-16 06:10:07,5
0,117.2,d72b6108,11,164,89,2024-01-16 07:43:27,6
0,116.3,fb10987f,14,717,72,2024-01-16 09:25:10,7
1,51.6,e82c7d7b,7,89,6,2024-01-16 10:32:02,9
1,34.5,a9ba5a27,4,181,91,2024-01-16 12:05:30,6
1,35.1,6db99102,8,240,22,2024-01-16 13:05:02,0
1,34.9,2e85cb21,2,182,27,2024-01-16 15:22:00,2
1,49.2,53cd6268,4,28,58,2024-01-16 16:15:36,0
0,218.6,56666f9f,4,111,255,2024-01-16 17:57:16,3
1,78.2,473bd358,4,78,181,2024-01-16 19:52:46,12
1,53.5,6bebac31,3,65,55,2024-01-16 21:27:04,12
0,245.1,78660765,4,1223,92,2024-01-16 22:50:05,4
0,189.4,0d557b61,9,135,196,2024-01-17 00:14:56,0
1,21.7,1190f938,4,49,21,2024-01-17 01:13:27,5
1,34.4,0a4e5b70,5,91,57,2024-01-17 03:27:26,12
1,44.2,3f4df561,1,127,13,2024-01-17 04:01:51,12
0,223.7,9f0fda8d,11,805,135,2024-01-17 06:20:21,3
0,204.4,793b4c32,10,182,1028,2024-01-17 07:14:18,2
1,47.9,f2a03459,8,83,44,2024-01-17 08:36:51,10
1,40.4,41992fdf,7,133,6,2024-01-17 10:27:54,3
0,106.6,9b1bc895,9,145,602,2024-01-17 11:52:08,12
1,52.6,b7e6427c,4,82,105,2024-01-17 13:57:49,9
1,46.2,29ec8e49,8,33,111,2024-01-17 15:16:40,1
1,43.5,0692dc63,9,173,67,2024-01-17 16:06:29,4
0,181.1,ad66a1bd,10,195,287,2024-01-17 17:48:43,14
1,44.9,658b2523,1,208,107,2024-01-17 19:57:29,14
1,29.0,9793b9b4,6,29,32,2024-01-17 20:41:53,11
0,167.8,3e2b6091,3,172,709,2024-01-17 22:49:50,11
1,30.9,4d3485c5,3,47,33,2024-01-18 00:11:49,1
1,174.2,ce3714af,17,625,82,2024-01-18 01:41:03,13
1,47.2,90e0f4a0,3,15,215,2024-01-18 03:17:46,1
0,166.5,8861fe18,5,164,122,2024-01-18 04:02:27,12
1,51.6,11a72609,1,81,233,2024-01-18 06:09:41,6
1,62.9,033d2bce,3,65,10,2024-01-18 07:38:51,8
1,53.1,7d7ddbed,1,55,26,2024-01-18 08:55:12,13
0,210.4,5cb85aed,11,428,53,2024-01-18 10:26:00,1
1,44.8,75b17a55,1,86,14,2024-01-18 12:23:29,10
1,53.7,2d174fc9,3,196,9,2024-01-18 13:09:10,11
0,125.1,a6846099,8,768,179,2024-01-18 15:01:18,11
1,20.8,eb6c1016,9,320,66,2024-01-18 16:36:57,4
1,77.4,7701f7bb,3,39,78,2024-01-18 18:16:28,8
1,35.9,97ac6aa8,5,105,7,2024-01-18 19:49:32,6
1,165.4,3ed8c56c,23,458,278,2024-01-18 20:49:20,4
0,187.4,4767d76c,50,768,137,2024-01-18 22:56:04,13
0,227.4,c01f36bf,25,641,90,2024-01-18 23:57:02,14
0,208.8,ab0e664e,4,1818,120,2024-01-19 01:34:11,7
1,64.9,7e8adee7,2,33,10,2024-01-19 02:50:11,6
1,53.3,7cd0129d,1,355,69,2024-01-19 04:19:30,13
1,53.1,4223623b,4,97,60,2024-01-19 05:51:17,3
0,222.9,989d9d4a,42,227,143,2024-01-19 07:16:46,5
1,41.7,8e485223,4,296,16,2024-01-19 09:22:48,11
1,40.8,30e912f2,2,179,84,2024-01-19 10:30:59,0
1,52.4,680bac63,2,150,29,2024-01-19 11:44:28,1
1,56.0,3d85de89,1,88,172,2024-01-19 13:33:18,7
0,158.9,b63b4dc3,5,170,308,2024-01-19 14:58:33,11
1,53.8,046a0df5,6,88,40,2024-01-19 16:26:53,7
0,231.6,6786d506,15,683,463,2024-01-19 17:47:39,1
1,55.1,a9f948b2,1,38,56,2024-01-19 19:14:35,11
0,246.8,8db06746,10,904,95,2024-01-19 20:52:08,9
1,195.8,ff233d5f,9,865,211,2024-01-19 22:20:37,8
1,43.2,5a104129,1,146,14,2024-01-20 00:03:01,11
0,196.8,4e7ed827,8,1146,1171,2024-01-20 01:27:13,11
1,23.7,b8a6171f,6,227,40,2024-01-20 02:43:49,4
1,109.6,be2d740a,17,319,366,2024-01-20 04:18:55,3
1,68.1,b0ae8f08,3,112,7,2024-01-20 06:27:03,8
1,75.1,bd1531c8,5,173,17,2024-01-20 07:11:29,2
1,55.4,96ef2ad6,1,16,21,2024-01-20 08:46:35,7
1,59.3,48729a4d,3,25,20,2024-01-20 10:31:28,12
0,139.0,4bd6cee6,6,555,316,2024-01-20 12:19:57,1
1,72.8,4d6168bd,1,62,78,2024-01-20 13:21:39,3
1,47.1,2067bdac,4,30,22,2024-01-20 15:12:28,0
1,18.5,0df56ac6,2,66,87,2024-01-20 16:02:43,4
0,178.9,f1afdb65,27,406,181,2024-01-20 17:47:31,8
1,71.6,c0b6fce2,6,27,42,2024-01-20 19:38:16,2
1,43.5,0323d342,5,323,7,2024-01-20 20:36:09,7
0,171.9,7a8d03aa,38,243,113,2024-01-20 22:17:03,9
1,10.0,f72ada9b,6,16,31,2024-01-20 23:50:26,7
1,58.3,dc99e04c,1,119,137,2024-01-21 01:15:08,0
1,56.9,10ba58e3,1,64,17,2024-01-21 02:36:50,7
1,26.2,93b7a886,3,367,42,2024-01-21 04:29:30,6
0,188.0,26d794d3,5,227,107,2024-01-21 06:11:11,10
0,225.9,f2f9e5fa,32,741,64,2024-01-21 07:48:40,2
1,51.5,3f897142,1,71,31,2024-01-21 08:35:06,4
1,58.6,6a8a616f,5,88,7,2024-01-21 10:33:29,1
1,35.3,9e50aa42,3,15,66,2024-01-21 12:05:46,9
0,148.0,61607459,24,466,95,2024-01-21 13:46:32,3
1,58.2,4c1f55ab,9,37,29,2024-01-21 15:24:30,7
1,43.8,6dc7cac7,1,116,74,2024-01-21 16:35:18,13
1,58.8,0f6b40d0,14,32,34,2024-01-21 18:04:07,4
1,35.0,19675f06,7,60,103,2024-01-21 19:57:36,9
0,166.6,3605bf54,20,888,126,2024-01-21 20:42:28,12
1,38.9,2834e4c0,5,26,28,2024-01-21 22:39:37,4
0,176.8,1337739e,35,913,190,2024-01-21 23:40:25,3
1,51.8,735435ea,5,28,90,2024-01-22 01:00:09,2
1,203.2,4a8ff810,3,510,199,2024-01-22 03:05:37,11
1,49.9,b4fb0eb9,1,205,73,2024-01-22 04:13:53,0
1,13.2,743b65a2,2,73,73,2024-01-22 06:12:10,4
1,35.9,ec856f37,2,29,54,2024-01-22 07:41:14,1
0,244.6,a003cd28,7,176,135,2024-01-22 09:17:16,4
1,40.2,ef04e57d,2,194,30,2024-01-22 10:39:40,9
1,38.0,8b6870b5,1,122,20,2024-01-22 11:55:30,3
1,48.0,e88da719,2,191,18,2024-01-22 13:38:51,3
1,52.7,1247ea4e,3,46,14,2024-01-22 15:19:35,4
1,47.7,4ebfa5c3,7,119,17,2024-01-22 16:09:57,0
1,61.6,91b78d8e,4,21,28,2024-01-22 18:14:56,9
0,43.2,1fd5a423,16,21,26,2024-01-22 19:17:18,14
1,52.7,b321bf21,11,42,83,2024-01-22 21:11:19,7
1,41.1,801ef1da,1,339,56,2024-01-22 22:56:33,6
0,50.5,1497d658,2,216,9,2024-01-22 23:59:37,8
0,253.5,6e996e3e,3,416,121,2024-01-23 01:02:23,9
0,218.0,40181c6e,8,779,59,2024-01-23 02:49:20,11
1,248.4,f63fce41,4,236,366,2024-01-23 04:05:28,0
0,31.1,93403fad,22,203,34,2024-01-23 06:20:09,10
1,48.6,ffe3fa49,5,186,89,2024-01-23 07:57:02,9
1,52.7,44feacae,3,48,27,2024-01-23 09:10:20,12
1,65.6,c19ad58c,4,109,40,2024-01-23 10:02:24,9
0,266.8,a6c9537f,13,155,147,2024-01-23 11:58:13,2
0,42.4,2e76128b,6,80,45,2024-01-23 13:54:57,7
0,162.8,d0725b5c,9,419,59,2024-01-23 14:56:09,9
0,152.3,785299f4,12,209,238,2024-01-23 16:58:08,7
0,167.6,5230dfbd,13,102,51,2024-01-23 17:54:30,5
1,33.7,292bd156,3,44,112,2024-01-23 19:06:16,10
0,223.0,7ed70ed7,17,160,134,2024-01-23 20:54:41,5
1,45.3,668409e3,20,24,17,2024-01-23 22:39:45,4
1,21.3,0964fbbf,3,248,55,2024-01-24 00:15:37,13
0,58.4,409d3602,7,10,45,2024-01-24 01:05:17,7
0,169.3,c5c5b37a,3,562,282,2024-01-24 02:36:57,5
0,31.6,d32e6dcd,1,64,60,2024-01-24 04:51:53,6
0,136.4,8ae769ed,9,1521,270,2024-01-24 06:09:27,0
0,236.4,300568d2,18,1322,239,2024-01-24 07:24:47,7
0,27.8,c1a6423b,1,242,7,2024-01-24 08:51:42,8
0,46.6,c28ebd70,2,76,39,2024-01-24 10:37:31,7
0,218.8,8c99a894,15,310,311,2024-01-24 11:42:12,0
1,51.4,70286046,5,42,19,2024-01-24 13:55:39,2
1,43.0,1f15c7b6,7,182,82,2024-01-24 15:11:53,14
1,57.2,9bdf0377,2,101,53,2024-01-24 16:58:23,0
1,40.4,288b78b5,1,66,11,2024-01-24 17:44:21,12
1,211.2,8d605936,18,606,133,2024-01-24 19:33:03,4
1,26.5,fe049059,2,123,42,2024-01-24 20:35:35,6
0,36.1,762172ed,5,25,31,2024-01-24 22:54:46,13
1,43.7,276aa6ce,14,58,6,2024-01-25 00:08:51,1
0,165.2,4ab7706e,24,406,118,2024-01-25 01:55:57,7
0,226.9,6a5d932b,49,288,488,2024-01-25 03:12:19,8
0,194.8,78e3654b,51,346,147,2024-01-25 04:28:56,13
1,54.6,25074181,1,90,36,2024-01-25 05:57:24,3
0,200.0,9970cf60,7,208,61,2024-01-25 07:11:26,6
0,137.1,22f235f2,53,507,135,2024-01-25 09:14:46,8
1,48.6,c5ce099c,3,61,208,2024-01-25 10:04:11,13
1,38.0,57021049,4,106,13,2024-01-25 12:21:15,12
1,43.4,44656d6b,2,342,101,2024-01-25 13:47:15,14
1,49.0,b9de7a3a,9,24,67,2024-01-25 14:30:09,13
1,39.9,9475dbc9,12,26,29,2024-01-25 16:50:14,4
1,31.4,260a5962,8,98,23,2024-01-25 17:59:22,10
1,35.2,585a0afa,3,77,39,2024-01-25 19:32:18,7
1,53.3,8b1e3b9d,3,185,62,2024-01-25 21:03:06,5
0,183.6,5260001e,31,389,425,2024-01-25 22:27:19,6
1,206.2,b28f41de,35,397,192,2024-01-25 23:41:19,13
1,47.9,3bcabf85,5,138,52,2024-01-26 01:34:18,3
0,218.1,0b2c782a,9,915,115,2024-01-26 03:16:31,13
0,200.5,b489d070,23,998,319,2024-01-26 04:44:40,5
0,50.3,62d60e93,6,117,63,2024-01-26 06:18:41,14
0,61.1,a6eab79e,1,62,25,2024-01-26 07:47:32,10
1,104.3,097a1e10,4,925,640,2024-01-26 08:59:43,2
0,48.2,9716108e,7,132,7,2024-01-26 10:30:08,2
1,57.4,dfcaf0b7,2,36,18,2024-01-26 12:22:10,5
1,42.1,86a4bae4,2,112,159,2024-01-26 13:26:25,13
1,10.0,b8f21423,5,23,92,2024-01-26 14:57:24,14
1,47.8,a79fbfaf,1,124,16,2024-01-26 16:24:35,2
1,50.9,c8120a8e,7,90,34,2024-01-26 17:34:29,2
0,37.4,b15516bc,2,24,44,2024-01-26 19:20:18,4
